step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
518,CASH_IN,288933.05,C1625480863,2938038.35,3226971.4,C2075153380,742346.51,453413.46,0,0
136,CASH_OUT,190479.35,C65484619,14365.0,0.0,C721116021,316959.99,507439.34,0,0
11,CASH_OUT,222345.18,C1973879655,276596.0,54250.82,C878630772,494573.51,283101.36,0,0
234,PAYMENT,1625.39,C594209466,0.0,0.0,M1073961929,0.0,0.0,0,0
255,CASH_OUT,199321.24,C1829887883,30934.0,0.0,C1610207132,13278.32,212599.57,0,0
426,CASH_IN,347924.82,C693690891,1024958.98,1372883.8,C1340985051,2632124.39,2284199.57,0,0
371,CASH_IN,114399.84,C369069874,8458943.3,8573343.13,C1359201920,5137026.64,5022626.8,0,0
373,CASH_IN,265373.5,C491789178,6059030.75,6324404.26,C782363918,1048490.94,783117.44,0,0
167,PAYMENT,8729.51,C968667432,55126.46,46396.95,M1027142429,0.0,0.0,0,0
285,TRANSFER,446133.15,C103667848,31538.0,0.0,C1734922893,339332.63,785465.78,0,0
154,CASH_OUT,49670.71,C889951782,5541.0,0.0,C1041053446,5051631.76,5215744.62,0,0
325,CASH_OUT,38420.06,C1501817106,0.0,0.0,C1286959903,1578673.9,1617093.96,0,0
139,PAYMENT,12639.03,C1730328108,0.0,0.0,M1546020686,0.0,0.0,0,0
253,CASH_OUT,135315.16,C709410655,5069.0,0.0,C656389004,92588.97,227904.13,0,0
356,CASH_OUT,70125.53,C1994136543,0.0,0.0,C876300687,3164277.4,3234402.93,0,0
140,CASH_OUT,295867.84,C1031865052,0.0,0.0,C1471157236,1149017.18,1444885.02,0,0
283,CASH_OUT,182810.22,C1437701054,12144.0,0.0,C1855651185,60768.6,243578.82,0,0
329,CASH_OUT,1873.37,C1800126865,0.0,0.0,C1038054475,11195917.46,11197790.83,0,0
356,CASH_OUT,81059.47,C508543982,19834.0,0.0,C676991758,27073.84,108133.32,0,0
210,CASH_IN,36704.62,C1330972979,13544.0,50248.62,C152850355,3809569.01,3772864.39,0,0
181,CASH_OUT,49592.36,C700669922,0.0,0.0,C433500676,919114.81,968707.17,0,0
282,CASH_IN,44859.74,C993518227,20887.0,65746.74,C1497779450,2197495.41,2152635.66,0,0
257,PAYMENT,4434.85,C1302002976,66698.12,62263.28,M1439707182,0.0,0.0,0,0
236,CASH_OUT,54439.52,C648123400,0.0,0.0,C568127979,3483097.96,3537537.48,0,0
164,PAYMENT,3237.03,C1991813041,1758.0,0.0,M867849260,0.0,0.0,0,0
184,CASH_OUT,377072.48,C1677436622,0.0,0.0,C1816651163,1577204.48,1954276.96,0,0
309,PAYMENT,6928.39,C1953679057,150556.13,143627.74,M1671677435,0.0,0.0,0,0
590,CASH_OUT,118482.15,C1933690738,198092.0,79609.85,C1196317407,396342.7,514824.86,0,0
305,PAYMENT,17276.83,C337511763,65091.0,47814.17,M1855155930,0.0,0.0,0,0
210,CASH_IN,44284.26,C1153079977,15194717.36,15239001.62,C1968105009,7295540.39,7251256.13,0,0
373,CASH_OUT,399730.88,C306579031,224810.0,0.0,C1905456339,164357.82,564088.7,0,0
235,CASH_OUT,307063.57,C1622035245,145549.0,0.0,C1014149635,0.0,307063.57,0,0
15,CASH_OUT,189610.1,C119213169,0.0,0.0,C1611738700,4418522.68,4608132.78,0,0
17,CASH_OUT,125588.76,C1207547116,0.0,0.0,C1444379188,602398.74,727987.51,0,0
159,PAYMENT,4404.64,C836205608,11553.0,7148.36,M273145656,0.0,0.0,0,0
380,PAYMENT,8720.2,C1799997527,2079.0,0.0,M97855933,0.0,0.0,0,0
131,CASH_IN,119574.58,C7090214,2598320.84,2717895.42,C329322463,142289.71,22715.13,0,0
141,PAYMENT,4267.43,C84663039,0.0,0.0,M1972789441,0.0,0.0,0,0
19,CASH_IN,57558.24,C2101332175,23415.0,80973.24,C912798389,2537440.8,2479882.56,0,0
254,CASH_OUT,71436.09,C1584583433,1274.31,0.0,C349536331,81364.0,532529.32,0,0
187,TRANSFER,947348.64,C1565210695,0.0,0.0,C1223555307,1475604.58,2422953.21,0,0
252,PAYMENT,2268.58,C1208854598,0.0,0.0,M415302079,0.0,0.0,0,0
307,PAYMENT,12473.01,C1008824847,0.0,0.0,M1360805108,0.0,0.0,0,0
260,TRANSFER,10000000.0,C1799904347,10175597.64,175597.64,C1817199105,0.0,0.0,1,0
373,PAYMENT,25731.12,C279638289,4268.0,0.0,M1133901837,0.0,0.0,0,0
256,PAYMENT,936.7,C502205250,0.0,0.0,M1319400449,0.0,0.0,0,0
659,CASH_OUT,76362.22,C1318470165,2052.0,0.0,C59751211,2004725.74,2081087.96,0,0
231,CASH_IN,59223.69,C1387396526,30746.0,89969.69,C1920131812,855065.4,795841.71,0,0
253,CASH_OUT,238421.29,C1361666295,0.0,0.0,C2026954692,7806043.26,8044464.56,0,0
13,CASH_OUT,161308.45,C1278455570,0.0,0.0,C121280641,692466.72,853775.17,0,0
548,PAYMENT,9704.91,C1272734441,193056.0,183351.09,M346958178,0.0,0.0,0,0
276,CASH_OUT,2463.12,C1275915981,0.0,0.0,C1628610299,1441924.59,1444387.71,0,0
303,PAYMENT,40147.39,C1105529240,21290.0,0.0,M193926715,0.0,0.0,0,0
379,CASH_OUT,118943.96,C402544099,0.0,0.0,C788826539,210110.73,329054.69,0,0
14,CASH_OUT,62355.47,C1742712787,0.0,0.0,C76706162,90082.0,0.0,0,0
304,PAYMENT,28092.32,C1557630540,0.0,0.0,M1338787886,0.0,0.0,0,0
376,CASH_OUT,262773.58,C902283850,20755.0,0.0,C1991875696,2149215.72,2507880.79,0,0
356,CASH_IN,70489.73,C2093359595,11480598.96,11551088.69,C2101080104,274629.08,204139.35,0,0
298,CASH_IN,316165.64,C2042484722,1440397.89,1756563.53,C2046487110,722159.81,405994.17,0,0
154,PAYMENT,16421.94,C1851199843,22317.8,5895.86,M545522795,0.0,0.0,0,0
94,CASH_OUT,220204.66,C105285136,222298.28,2093.62,C1095705645,1189826.32,1410030.98,0,0
345,PAYMENT,28205.99,C1192392968,0.0,0.0,M765851713,0.0,0.0,0,0
276,CASH_OUT,90276.14,C1785265265,0.0,0.0,C11545204,338078.47,428354.61,0,0
210,CASH_OUT,562321.29,C1495484256,0.0,0.0,C1788910149,614785.3,2262877.98,0,0
323,TRANSFER,186191.81,C1610026254,0.0,0.0,C162775178,340331.07,526522.89,0,0
300,PAYMENT,31037.53,C2102822146,22969.0,0.0,M1672535508,0.0,0.0,0,0
164,PAYMENT,4520.8,C1887226112,19544.67,15023.87,M1309350159,0.0,0.0,0,0
184,CASH_IN,39499.98,C2081701251,111500.0,150999.98,C1152108769,162861.78,123361.8,0,0
322,CASH_IN,67890.61,C260746689,196841.0,264731.61,C1225285289,0.0,0.0,0,0
397,PAYMENT,12716.06,C882762562,47800.0,35083.94,M1316295958,0.0,0.0,0,0
378,CASH_OUT,79608.79,C1002397700,0.0,0.0,C213173444,132668.51,212277.3,0,0
305,CASH_OUT,144598.65,C1071089235,30260.0,0.0,C2013168297,1396101.34,1540699.99,0,0
403,PAYMENT,4973.14,C1286812431,0.0,0.0,M1493976262,0.0,0.0,0,0
11,PAYMENT,1039.85,C949102931,619219.58,618179.73,M1640208493,0.0,0.0,0,0
381,PAYMENT,5417.77,C318391237,18686.0,13268.23,M1079976421,0.0,0.0,0,0
656,CASH_IN,201346.08,C76014130,6676984.56,6878330.63,C49241118,458876.85,257530.78,0,0
260,CASH_IN,193667.43,C1721130177,2483024.16,2676691.58,C353885887,1000193.62,806526.2,0,0
397,CASH_OUT,89214.89,C1433640583,0.0,0.0,C1971203863,1466776.54,1555991.43,0,0
380,PAYMENT,3796.29,C1966041721,0.0,0.0,M805787424,0.0,0.0,0,0
565,CASH_OUT,278315.62,C178420187,143602.33,0.0,C836580310,295362.84,573678.46,0,0
401,PAYMENT,11256.91,C621787019,10841.0,0.0,M1313679323,0.0,0.0,0,0
235,CASH_IN,219107.53,C1776754261,3566057.28,3785164.81,C1262912939,932165.26,713057.73,0,0
399,CASH_IN,12132.91,C435552342,5967597.37,5979730.29,C917336347,520310.47,508177.56,0,0
275,PAYMENT,1574.25,C910262567,0.0,0.0,M1369855854,0.0,0.0,0,0
307,CASH_OUT,455176.13,C1110611296,26619.0,0.0,C683401604,570985.62,1026161.75,0,0
351,CASH_OUT,2494.45,C1519004013,0.0,0.0,C1442264646,693669.8,696164.25,0,0
271,CASH_OUT,2271674.66,C616491033,2271674.66,0.0,C324653076,69174.67,2340849.33,1,0
38,CASH_OUT,28980.5,C734153142,66151.0,37170.5,C162402976,1802701.23,1831681.73,0,0
403,CASH_OUT,369328.1,C1752271913,20856.0,0.0,C802808003,0.0,369328.1,0,0
179,CASH_OUT,81555.36,C1506206032,0.0,0.0,C1058202718,6369569.16,6451124.53,0,0
370,PAYMENT,24282.83,C1409402889,157806.47,133523.64,M2009358699,0.0,0.0,0,0
239,PAYMENT,2808.56,C479429784,80892.0,78083.44,M1751132696,0.0,0.0,0,0
212,PAYMENT,209.67,C175861808,50785.78,50576.11,M420366070,0.0,0.0,0,0
371,CASH_OUT,31607.54,C658012112,0.0,0.0,C512465474,92560.75,124168.29,0,0
97,PAYMENT,13800.91,C330643889,52041.0,38240.09,M700686017,0.0,0.0,0,0
136,TRANSFER,77332.69,C1639623318,0.0,0.0,C1199194897,478948.9,796556.54,0,0
43,CASH_OUT,18577.88,C246991536,10198.0,0.0,C1084604621,425191.94,443769.81,0,0
281,CASH_OUT,110258.9,C1557670261,72305.0,0.0,C1831982355,46198.79,156457.69,0,0
325,CASH_OUT,103272.43,C326327125,0.0,0.0,C826107880,578902.88,682175.31,0,0
177,CASH_IN,180107.25,C1413972586,49883.81,229991.06,C2017088621,3585847.39,3405740.14,0,0
9,PAYMENT,8173.51,C37120987,21294.0,13120.49,M429043704,0.0,0.0,0,0
327,CASH_OUT,375665.54,C1072274407,0.0,0.0,C1615873553,3134754.23,3510419.77,0,0
393,PAYMENT,41579.88,C1858008209,986.0,0.0,M2038354566,0.0,0.0,0,0
36,CASH_OUT,228114.43,C1150086876,0.0,0.0,C1325366655,372520.96,600635.39,0,0
183,CASH_IN,96024.72,C1174193391,748067.24,844091.96,C1859317109,391994.53,295969.82,0,0
36,PAYMENT,12009.19,C2010845633,16209.0,4199.81,M361775340,0.0,0.0,0,0
14,CASH_OUT,147050.47,C1641519651,4075.0,0.0,C2005657920,0.0,147050.47,0,0
280,CASH_OUT,87166.96,C1400964365,0.0,0.0,C2112633300,189425.68,276592.64,0,0
258,TRANSFER,187479.08,C517073429,61322.0,0.0,C727826927,0.0,187479.08,0,0
376,TRANSFER,1014795.72,C523798117,0.0,0.0,C139376716,1424383.87,2439179.59,0,0
235,PAYMENT,15894.34,C485418823,11696.0,0.0,M1451323253,0.0,0.0,0,0
302,CASH_IN,443.74,C1932419263,866877.5,867321.24,C515374528,293984.01,293540.27,0,0
406,PAYMENT,11990.36,C2002115701,105371.0,93380.64,M1746539738,0.0,0.0,0,0
237,CASH_IN,25688.55,C549078750,17098844.34,17124532.89,C1896709289,686258.35,660569.79,0,0
259,CASH_OUT,197136.39,C951239121,184338.0,0.0,C1034297962,0.0,197136.39,0,0
531,PAYMENT,1913.12,C1320351790,106330.0,104416.88,M1930387812,0.0,0.0,0,0
400,CASH_OUT,256401.8,C926105845,0.0,0.0,C43040227,339344.21,595746.01,0,0
132,TRANSFER,1485201.49,C240882641,14512.0,0.0,C512007918,0.0,1485201.49,0,0
37,CASH_IN,18573.11,C1972304706,135883.55,154456.65,C1317367242,15806851.12,15976630.63,0,0
354,CASH_IN,5537.23,C333571298,19896278.68,19901815.91,C918817235,209031.13,203493.9,0,0
235,PAYMENT,10776.28,C520798673,8058.0,0.0,M1866851165,0.0,0.0,0,0
311,PAYMENT,4444.13,C582960402,16482.0,12037.87,M745377745,0.0,0.0,0,0
205,PAYMENT,1265.0,C820586336,884.0,0.0,M628463975,0.0,0.0,0,0
42,PAYMENT,14181.66,C52813779,411660.41,397478.74,M1158205526,0.0,0.0,0,0
42,CASH_IN,455736.87,C1080914119,30099.0,485835.87,C335589422,234103.57,29012.73,0,0
302,CASH_OUT,396816.16,C132158750,18895.0,0.0,C1321382064,2136510.29,2533326.46,0,0
372,DEBIT,3085.8,C1213800137,10934.0,7848.2,C419389290,230162.84,233248.64,0,0
402,PAYMENT,12075.27,C2080951677,185758.0,173682.73,M949132183,0.0,0.0,0,0
131,TRANSFER,551234.68,C1694774640,0.0,0.0,C677754789,1060156.52,1611391.21,0,0
303,TRANSFER,7756.32,C2092776033,16311.0,8554.68,C172453556,15095.2,22851.52,0,0
162,PAYMENT,4718.09,C2022193769,32155.0,27436.91,M711909820,0.0,0.0,0,0
285,CASH_IN,637753.24,C1663807442,6879795.82,7517549.06,C1535202251,1784374.61,1146621.37,0,0
596,PAYMENT,20580.16,C1427984346,11427.0,0.0,M1156473374,0.0,0.0,0,0
210,PAYMENT,6493.61,C1224957911,771.0,0.0,M1798715746,0.0,0.0,0,0
134,CASH_IN,78557.92,C1044575436,2824.0,81381.92,C615141161,0.0,0.0,0,0
300,CASH_OUT,180545.14,C549537994,0.0,0.0,C1880518087,609670.15,790215.29,0,0
156,CASH_OUT,185062.46,C1094760868,226304.0,41241.54,C55767914,781662.44,966724.91,0,0
354,TRANSFER,145976.28,C822894942,102943.0,0.0,C1661598311,674395.41,820371.69,0,0
278,CASH_IN,496537.97,C1919543746,1993930.91,2490468.88,C1909665698,2924022.36,2427484.39,0,0
184,PAYMENT,20938.31,C1184708697,112674.0,91735.69,M1715181760,0.0,0.0,0,0
373,CASH_OUT,408497.65,C419480754,12704.0,0.0,C47765123,1341043.68,1749541.33,0,0
283,TRANSFER,5009.42,C1104019603,120860.17,115850.75,C1819659705,719345.94,724355.36,0,0
186,PAYMENT,50107.67,C125974288,11170.0,0.0,M1692076093,0.0,0.0,0,0
190,CASH_OUT,163071.09,C33870673,3662.0,0.0,C441236210,0.0,163071.09,0,0
141,PAYMENT,16584.84,C2087082335,49143.0,32558.16,M271142607,0.0,0.0,0,0
184,PAYMENT,13802.33,C1773958174,0.0,0.0,M660781323,0.0,0.0,0,0
154,CASH_OUT,71955.61,C433526431,0.0,0.0,C1353512285,6083779.81,6155735.41,0,0
15,PAYMENT,3571.18,C1918778518,1087999.81,1084428.64,M1263587073,0.0,0.0,0,0
321,CASH_IN,54146.49,C942545097,4424046.39,4478192.88,C285214365,98161.92,44015.42,0,0
164,CASH_OUT,16327.76,C869021217,0.0,0.0,C353715067,30391.89,46719.65,0,0
44,PAYMENT,17768.15,C2024947487,226960.43,209192.28,M8612441,0.0,0.0,0,0
162,CASH_OUT,104214.16,C206656607,178482.38,74268.22,C1343302520,176353.74,280567.9,0,0
154,PAYMENT,9460.64,C964694605,198337.86,188877.21,M997713613,0.0,0.0,0,0
407,CASH_OUT,353177.54,C1922342463,0.0,0.0,C1182749994,663021.62,1016199.16,0,0
179,PAYMENT,7886.35,C1068509478,432068.75,424182.4,M1348438353,0.0,0.0,0,0
257,CASH_OUT,144183.41,C344056792,3642.0,0.0,C835258484,966947.27,1111130.67,0,0
594,CASH_IN,35092.29,C1862663048,4644.0,39736.29,C2082025370,0.0,0.0,0,0
282,PAYMENT,4138.03,C1297223744,154087.0,149948.97,M310458610,0.0,0.0,0,0
15,CASH_OUT,356116.41,C1274711325,11545.0,0.0,C1727097309,396203.59,1334899.81,0,0
360,CASH_OUT,129891.93,C727742905,0.0,0.0,C1504135799,545344.78,675236.71,0,0
210,PAYMENT,10386.46,C1781856303,13689.0,3302.54,M881588540,0.0,0.0,0,0
23,CASH_IN,284066.78,C1128648347,9606741.89,9890808.66,C1789802951,9750055.59,9465988.82,0,0
12,PAYMENT,11808.46,C404895360,0.0,0.0,M1534232946,0.0,0.0,0,0
262,TRANSFER,850730.75,C1353424505,0.0,0.0,C1586858039,6207094.9,7057825.65,0,0
16,CASH_OUT,341367.56,C1106492196,38174.0,0.0,C429031714,763249.19,2641644.75,0,0
466,CASH_IN,475402.14,C978212574,4609426.43,5084828.58,C2118568771,2272137.94,1796735.8,0,0
349,CASH_OUT,249810.43,C193748189,0.0,0.0,C1723409508,424930.79,674741.22,0,0
21,TRANSFER,402238.73,C1712193515,0.0,0.0,C740132276,982305.45,1384544.18,0,0
189,CASH_OUT,46194.05,C1340947472,21.0,0.0,C1231143570,0.0,46194.05,0,0
133,CASH_IN,36967.07,C1962075641,1059.0,38026.07,C653231149,1803005.37,2125506.34,0,0
133,CASH_IN,250311.96,C1727726778,20649.0,270960.96,C202243042,0.0,0.0,0,0
398,CASH_IN,502635.37,C502003046,73028.0,575663.37,C1128361070,334672.19,0.0,0,0
179,CASH_OUT,256044.04,C1846803947,0.0,0.0,C2005845036,408793.23,664837.27,0,0
397,PAYMENT,44791.61,C281988381,156.0,0.0,M666546403,0.0,0.0,0,0
136,PAYMENT,2219.18,C340676063,25402.0,23182.82,M569513789,0.0,0.0,0,0
251,CASH_IN,179176.75,C1868490712,10614.0,189790.75,C1021095656,32868.96,0.0,0,0
259,PAYMENT,18940.19,C884224733,112320.11,93379.92,M1256372803,0.0,0.0,0,0
163,CASH_IN,176675.77,C422008945,1795325.74,1972001.51,C273952581,252060.91,75385.14,0,0
208,PAYMENT,6090.99,C2022078181,79081.0,72990.01,M1005647821,0.0,0.0,0,0
547,CASH_OUT,135504.55,C1313493714,0.0,0.0,C463826132,5914574.22,6050078.77,0,0
302,CASH_OUT,23343.45,C70120016,44861.0,21517.55,C1377214952,0.0,23343.45,0,0
253,PAYMENT,22275.76,C1057414534,0.0,0.0,M141092061,0.0,0.0,0,0
403,CASH_OUT,11991.44,C2132295553,0.0,0.0,C1814016593,312650.31,324641.75,0,0
548,CASH_OUT,2669.92,C1100822216,7038.0,4368.08,C584231619,982850.66,985520.58,0,0
407,TRANSFER,94379.94,C1389091154,34076.0,0.0,C1598919404,0.0,94379.94,0,0
596,PAYMENT,543.14,C1208166603,0.0,0.0,M1365699140,0.0,0.0,0,0
20,PAYMENT,8776.18,C643409679,65396.0,56619.82,M1373495161,0.0,0.0,0,0
142,PAYMENT,11416.67,C786540690,0.0,0.0,M1992011669,0.0,0.0,0,0
164,PAYMENT,6715.26,C778329311,0.0,0.0,M1126353195,0.0,0.0,0,0
376,PAYMENT,1579.72,C1061126372,1088.0,0.0,M691519128,0.0,0.0,0,0
304,PAYMENT,3536.73,C1435421791,17735.0,14198.27,M1783186958,0.0,0.0,0,0
323,PAYMENT,1678.76,C1383673295,0.0,0.0,M78902761,0.0,0.0,0,0
209,CASH_IN,110331.93,C1946194899,10483.0,120814.93,C132626451,0.0,0.0,0,0
10,CASH_OUT,98359.55,C1225237195,15680.0,0.0,C13459888,63014.01,161373.57,0,0
137,CASH_OUT,114439.87,C117547928,196.0,0.0,C1572273207,2893146.46,3007586.33,0,0
275,PAYMENT,5432.82,C1522415466,7009.53,1576.71,M190297067,0.0,0.0,0,0
405,CASH_IN,39824.14,C135461768,18084421.31,18124245.45,C1994396772,689234.79,649410.65,0,0
228,CASH_IN,104122.38,C1391912308,22717723.01,22821845.39,C586809523,6788884.12,6684761.74,0,0
165,CASH_OUT,38902.8,C1018311642,0.0,0.0,C761783013,1249219.76,1288122.56,0,0
210,CASH_OUT,94545.23,C1090887441,0.0,0.0,C76893202,1016390.34,1110935.57,0,0
252,CASH_OUT,26349.0,C214134497,50373.0,24024.0,C1050117633,0.0,26349.0,0,0
345,CASH_OUT,124193.97,C747883004,0.0,0.0,C2099953013,440117.25,564311.22,0,0
273,CASH_IN,72983.08,C144598785,4671250.41,4744233.49,C1957267215,239959.13,166976.05,0,0
184,CASH_OUT,74112.94,C28700941,0.0,0.0,C1359305899,867784.95,941897.89,0,0
225,PAYMENT,11170.88,C1918841391,0.0,0.0,M71534336,0.0,0.0,0,0
261,CASH_IN,83443.81,C1539991409,6003619.77,6087063.58,C1460171491,438903.62,355459.81,0,0
262,CASH_IN,216509.59,C1940062126,774170.8,990680.39,C546043383,8109451.94,7892942.35,0,0
132,PAYMENT,19577.41,C1683643666,73770.32,54192.91,M1670658591,0.0,0.0,0,0
188,CASH_OUT,81838.26,C950283240,0.0,0.0,C1041359496,1472104.33,1553942.59,0,0
328,TRANSFER,9457012.04,C1329318684,5573.0,0.0,C63224038,1269664.25,10726676.29,0,0
585,PAYMENT,3918.95,C813378517,0.0,0.0,M1856698589,0.0,0.0,0,0
42,CASH_IN,192826.75,C708447333,145630.0,338456.75,C269660569,244860.46,52033.71,0,0
136,PAYMENT,12532.13,C357560718,216132.53,203600.4,M294732728,0.0,0.0,0,0
328,TRANSFER,924978.34,C1389993645,0.0,0.0,C2027870630,3805227.53,4730205.87,0,0
202,DEBIT,12385.26,C1255033006,0.0,0.0,C1257122745,124800.12,137185.38,0,0
281,PAYMENT,16751.12,C70331285,0.0,0.0,M1121556256,0.0,0.0,0,0
351,PAYMENT,5370.37,C184401365,0.0,0.0,M757410092,0.0,0.0,0,0
20,CASH_OUT,262165.4,C1085164174,0.0,0.0,C1799127357,4253173.68,4515339.08,0,0
277,PAYMENT,12163.39,C168548870,0.0,0.0,M243852817,0.0,0.0,0,0
21,CASH_OUT,120992.31,C1334620411,0.0,0.0,C181520854,469031.82,590024.12,0,0
44,TRANSFER,358891.77,C499907098,134071.0,0.0,C1234978373,0.0,358891.77,0,0
41,CASH_OUT,130491.85,C374529492,10173.0,0.0,C182260763,33115.69,163607.54,0,0
255,PAYMENT,1795.65,C1094822089,352429.26,350633.61,M573467731,0.0,0.0,0,0
180,CASH_IN,9352.12,C736863209,51764.0,61116.12,C143415982,1584359.81,1575007.69,0,0
234,CASH_OUT,127214.95,C2071314487,2559.0,0.0,C224319559,0.0,127214.95,0,0
236,CASH_IN,246090.39,C1983641631,69088.0,315178.39,C58285524,0.0,0.0,0,0
161,CASH_IN,67004.61,C1564874448,399829.02,466833.62,C1351614263,0.0,0.0,0,0
131,TRANSFER,293040.9,C1415433702,0.0,0.0,C189314577,547272.01,840312.91,0,0
14,PAYMENT,13622.89,C1075216703,1781.0,0.0,M1242015995,0.0,0.0,0,0
43,CASH_OUT,156902.87,C366431703,88955.22,0.0,C1102715869,4730210.22,4887113.09,0,0
326,CASH_OUT,329792.92,C1748930184,22449.0,0.0,C550886250,0.0,329792.92,0,0
257,CASH_IN,281338.69,C1794852442,59591.0,340929.69,C655064380,0.0,0.0,0,0
140,CASH_OUT,263498.01,C628228757,0.0,0.0,C987656139,1056033.54,1319531.55,0,0
404,PAYMENT,3066.26,C787390316,0.0,0.0,M142179863,0.0,0.0,0,0
205,CASH_IN,129685.66,C1816641887,812398.61,942084.27,C2130152457,493398.63,363712.97,0,0
301,PAYMENT,12061.53,C514900176,16445.0,4383.47,M1246192599,0.0,0.0,0,0
400,CASH_IN,351478.33,C1865430371,18.0,351496.33,C700852010,0.0,0.0,0,0
208,CASH_OUT,223509.94,C302410679,47640.0,0.0,C1915976148,3121720.36,3550752.41,0,0
261,PAYMENT,2266.72,C769378988,11638.0,9371.28,M1423538510,0.0,0.0,0,0
227,PAYMENT,12729.24,C1352794709,0.0,0.0,M1872941101,0.0,0.0,0,0
203,CASH_OUT,186749.84,C1308598494,20315.0,0.0,C1905938310,213691.69,400441.53,0,0
18,TRANSFER,541395.1,C377092039,0.0,0.0,C1418266079,834467.02,1435175.93,0,0
164,CASH_OUT,40212.7,C1959887175,9986.0,0.0,C2142719277,0.0,40212.7,0,0
16,CASH_IN,171629.33,C1428049527,21363.0,192992.33,C1445995015,11244128.59,11072499.25,0,0
249,PAYMENT,39676.35,C1344822986,0.0,0.0,M446629753,0.0,0.0,0,0
230,CASH_OUT,300787.6,C2101542238,0.0,0.0,C1404529049,921665.74,1222453.35,0,0
18,CASH_IN,46944.3,C1085352142,6854902.81,6901847.11,C1804168461,2113925.47,2066981.17,0,0
263,PAYMENT,2748.44,C193914085,11198.0,8449.56,M1530141600,0.0,0.0,0,0
36,CASH_IN,163969.95,C1473934521,7068656.29,7232626.23,C657670477,3685682.23,3521712.29,0,0
16,CASH_IN,112343.24,C1286354908,26944.0,139287.24,C1616201858,0.0,0.0,0,0
161,PAYMENT,9661.81,C862456747,321659.03,311997.21,M926217608,0.0,0.0,0,0
284,CASH_OUT,133636.2,C1567911283,0.0,0.0,C1682268934,4717640.89,4851277.09,0,0
137,PAYMENT,4358.61,C857904182,63917.89,59559.28,M1153946481,0.0,0.0,0,0
383,PAYMENT,30416.9,C1828835385,0.0,0.0,M1514394631,0.0,0.0,0,0
212,PAYMENT,14340.46,C687168757,0.0,0.0,M111954129,0.0,0.0,0,0
377,CASH_OUT,374755.25,C649066660,41713.0,0.0,C2034359429,0.0,374755.25,0,0
162,CASH_OUT,478979.11,C252152168,29709.0,0.0,C1566533902,0.0,540979.59,0,0
185,CASH_OUT,10775.49,C268136406,0.0,0.0,C1770189858,239345.4,250120.89,0,0
204,CASH_OUT,46801.2,C1247181168,146883.0,100081.8,C1706482735,184318.91,231120.11,0,0
9,PAYMENT,10038.78,C985753178,6008.0,0.0,M1235513073,0.0,0.0,0,0
137,CASH_IN,91805.76,C382893892,550820.79,642626.55,C1018594847,862312.45,770506.69,0,0
201,CASH_OUT,121816.67,C621629795,20749.0,0.0,C1925984694,2709053.63,4426690.42,0,0
187,CASH_IN,255082.47,C1187088965,1439.0,256521.47,C1049604040,13258.64,0.0,0,0
403,CASH_IN,110555.59,C782917594,30367.0,140922.59,C1522037307,0.0,0.0,0,0
353,CASH_IN,44975.24,C1995637826,2032092.05,2077067.28,C1113831141,997634.23,952659.0,0,0
215,PAYMENT,1907.49,C1844039622,21812.0,19904.51,M80091248,0.0,0.0,0,0
385,PAYMENT,3795.82,C827069891,147684.0,143888.18,M1859689531,0.0,0.0,0,0
251,CASH_IN,44581.93,C1697094627,14933680.05,14978261.99,C673168625,2365685.28,2321103.35,0,0
305,PAYMENT,6531.16,C424478434,216737.0,210205.84,M646903810,0.0,0.0,0,0
16,CASH_IN,258235.55,C402753040,100102.0,358337.55,C467311030,1016121.71,1067835.86,0,0
308,CASH_OUT,204431.75,C1337147833,205073.0,641.25,C865588332,338859.38,543291.13,0,0
402,CASH_OUT,122819.54,C983952074,0.0,0.0,C1986373937,877081.06,999900.6,0,0
11,CASH_OUT,266729.4,C1969499951,0.0,0.0,C1079088036,2721969.13,3296189.44,0,0
351,TRANSFER,1330318.15,C284492386,49770.0,0.0,C1108598563,0.0,1330318.15,0,0
185,CASH_IN,88532.18,C910386410,3042710.22,3131242.4,C187787762,2776449.3,2687917.12,0,0
209,PAYMENT,4423.48,C1580186339,325125.08,320701.6,M234210401,0.0,0.0,0,0
157,CASH_OUT,433869.53,C1223223514,251.0,0.0,C18202306,1190371.75,1624241.28,0,0
350,CASH_IN,153277.32,C1781592761,5871418.98,6024696.29,C377736347,729477.51,576200.19,0,0
306,PAYMENT,4782.87,C1428666268,169866.75,165083.88,M1105617510,0.0,0.0,0,0
596,CASH_OUT,31814.24,C1311785006,110581.0,78766.76,C116750305,181318.59,213132.84,0,0
41,CASH_OUT,539700.35,C989404541,11631.0,0.0,C87314559,0.0,539700.35,0,0
211,TRANSFER,152872.39,C1282473892,0.0,0.0,C22992294,452748.56,605620.96,0,0
353,CASH_IN,18961.67,C1937446087,20030.0,38991.67,C2114650666,0.0,0.0,0,0
405,CASH_OUT,418682.05,C442655915,0.0,0.0,C1680747832,3419121.28,3837803.34,0,0
304,PAYMENT,15999.22,C1168336629,0.0,0.0,M1269512732,0.0,0.0,0,0
162,CASH_OUT,237629.61,C1118342565,0.0,0.0,C1600916198,1156903.44,1364889.56,0,0
211,PAYMENT,2707.26,C385751715,3194.31,487.05,M478825947,0.0,0.0,0,0
